Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1799 02 22 05 45,Correggio,2,44.771,10.779,5,4.16
1799 07 28 22 05,Appennino marchigiano,70,43.193,13.151,9,6.18
1799 09 09 10 30,Foligno,1,42.955,12.704,7,5.1
1801 10 08 07 52 53.00,Bolognese,6,44.466,11.421,6,4.9
1802 08 10 01 45,Toscana centrale,4,43.541,10.774,5,4.16
1802 10 30 18 30,Val d'Orcia,17,43.085,11.535,7,5.15
1803 04 07,Gran Sasso,3,42.505,13.551,04/05/20,3.93
1804,Valdelsa,2,43.605,11.111,06/07/20,4.86
1804 05 22 19 15,Gran Sasso,24,42.529,13.646,8,5.42
1804 07 28 23,Valle Umbra,7,42.796,12.728,06/07/20,4.95
1804 10 02 21 55,Valdelsa,7,43.489,11.147,4,4.18
1804 10 06 10 30,Valdelsa,2,43.318,11.332,4,3.7
1804 10 18 20,Valdelsa,4,43.453,11.105,7,5.1
1804 12 17,Valdelsa,4,43.419,11.162,6,4.84
1805 05 09 01,Maceratese,3,43.459,13.483,05/06/20,4.4
1806 02 12,Reggiano,28,44.862,10.671,7,5.21
1808 10 26 21,Livorno,1,43.551,10.309,6,4.63
1809 08 14 11,Aquilano,1,42.351,13.399,6,4.63
1809 08 25 12 13,Macerata,2,43.3,13.453,6,4.63
1810 07 13 13,Colli Albani,3,41.72,12.671,05/06/20,4.4
1810 09 30,Valle del Metauro,2,43.608,12.239,04/05/20,3.93
1810 12 25 00 45,Pianura emiliana,33,44.9,10.719,6,5.06
1811 02 18 02 15,Colli Albani,3,41.89,12.652,04/05/20,3.93
1811 07 15 22 44,Modenese-Reggiano,19,44.572,10.728,06/07/20,5.13
1812 03 22 02 20,Campagna romana,1,41.899,12.477,06/07/20,4.86
1812 09 11 12,Val di Pesa,13,43.659,11.14,07/08/20,5.24
1813 09 21 07 45,Romagna,12,44.25,11.97,7,5.28
1814 04 03,Costa pisano-livornese,4,43.635,10.355,06/07/20,5.12
1815 01 11 23 30,Monte Amiata,6,42.865,11.683,06/07/20,4.86
1815 08 12,Pistoia,1,43.933,10.915,6,4.63
1815 09 03 23,Valnerina,24,42.832,13.015,8,5.58
1819 05 26 16 30,Tarquinia,1,42.252,11.757,7,5.1
1821 03 22,Rieti,1,42.402,12.86,7,5.1
1824 08 12 07,Appennino forlivese,2,43.867,12.01,6,4.63
1826 10,Appennino forlivese,1,44.06,11.842,05/06/20,4.4
1828 04 08,Appennino forlivese,3,44.115,12.004,6,4.63
1828 04 11 22 25,Appennino umbro-marchigiano,22,43.326,12.41,05/06/20,4.93
1828 10 08 22 30,Romagna,8,44.174,12.09,05/06/20,4.57
1829 06 01 09,Colli Albani,25,41.754,12.68,7,4.87
1830 01 26 04 30,Alto Reno,11,44.213,11.074,5,4.53
1831 07 14 15 30,Reggiano,8,44.749,10.48,05/06/20,4.6
1831 09 11 18 15,Pianura emiliana,25,44.753,10.544,07/08/20,5.48
1831 09 13 05 30,Pianura emiliana,7,,,,
1831 10 27 10 45,Valle Umbra,,,,,
1832 01 13 13,Valle Umbra,101,42.98,12.605,10,6.43
1832 03 11 06 45,Carpi,14,44.778,10.832,5,4.51
1832 03 12 08 45,Reggiano,7,,,,
1832 03 13 03 30,Reggiano,97,44.765,10.494,07/08/20,5.51
1832 03 14 04 40,Reggiano,5,,,,
1832 03 14 07 41,Reggiano,7,,,,
1832 04 19 14 14,Reggiano,5,,,,
1832 10 31,Foligno,1,42.955,12.704,05/06/20,4.4
1832 11 14 11,Appennino umbro-marchigiano,5,42.955,13.108,6,4.76
1832 11 21 21,Appennino umbro-marchigiano,8,42.951,13.12,6,4.78
1832 12 04 19,Appennino umbro-marchigiano,6,43.005,13.07,07/08/20,5.35
1834 10 04 19,Bolognese,12,44.479,11.32,6,4.71
1835 02 06 18 50,Mugello,5,43.962,11.416,6,4.63
1835 02 06 20,Mugello,,,,,
1837 04 11 17,Lunigiana,60,44.175,10.182,9,5.94
1838 01 05 14,Valnerina,8,42.765,12.788,7,5.1
1838 02 14 07 30,Valnerina,24,42.84,12.909,8,5.48
1838 06 23,Costa pesarese,4,43.806,13.008,6,4.63
1838 08 05 17 15,Valnerina,10,42.877,12.884,7,5.19
1841 04 14 04,Cagliese,4,43.546,12.651,05/06/20,4.4
1842 01 23,San Severino Marche,10,43.229,13.177,04/05/20,4.41
1843 10 25 03 30,Mugello,17,44.003,11.261,06/07/20,5.03
1843 10 25 04 10,Mugello,,,,,
1843 11 18,Narni,1,42.517,12.521,06/07/20,4.86
1844 03 10 17 15,Forlivese,2,44.18,12.142,05/06/20,4.4
1844 07 17,Monti Prenestini,1,41.839,12.891,06/07/20,4.86
1845 09 14 22 20,Appennino tosco-emiliano,9,43.843,10.505,5,4.73
1846 08 14 12,Colline Pisane,121,43.47,10.562,9,6.04
1848 05 12,Senese,6,43.322,11.331,06/07/20,5.05
1848 06 09 23 15,L'Aquila,1,42.351,13.399,5,4.16
1848 12,L'Aquila,4,42.351,13.399,6,4.63
1849 01 06 02 40,Romagna Toscana,4,44.096,11.414,05/06/20,4.4
1850 09 18 06 20,Modenese,7,44.57,11.134,5,4.16
1850 11 11 09,Aquilano,6,42.282,13.592,6,4.63
1850 12 30 05 30,Marsica,4,42.048,13.514,06/07/20,4.86
1853 05 17 15 17,Siena,1,43.318,11.332,04/05/20,3.93
1853 08 02,Val di Cecina,6,43.35,10.867,05/06/20,4.72
1853 09 22,Spoleto,1,42.736,12.737,6,4.63
1853 12 20 15,Narni,1,42.517,12.521,06/07/20,4.86
1854 01 17 09,Narni,6,42.736,12.613,05/06/20,4.71
1854 02 12 05,Valle Umbra,21,43.055,12.543,8,5.57
1854 06 16 13 25,Imola,9,44.353,11.714,5,4.57
1854 12 04 01,Senese,3,43.318,11.332,4,3.7
1855 06 29 03 03,Colli Albani,5,41.808,12.681,4,4.27
1856 06 05,Alta Valtiberina,2,43.67,12.041,05/06/20,4.4
1857 02 01,Parmense-Reggiano,22,44.749,10.48,06/07/20,5.11
1859 01 30,Crete Senesi,4,43.182,11.529,05/06/20,4.4
1859 04 12 03 28,Senese,24,43.326,11.306,6,4.46
1859 04 12 13 03,Senese,16,43.331,11.349,06/07/20,4.83
1859 08 22,Valnerina,20,42.825,13.097,08/09/20,5.73
1860 07 17 13 43 31.00,Reggiano,5,44.743,10.793,04/05/20,3.93
1861 01 28 05 30,Santa Sofia,1,43.946,11.909,6,4.63
1861 03 10,Bacino di Gubbio,5,43.304,12.566,06/07/20,4.79
1861 05 09 01 53,Val di Chiana,28,43.003,11.999,06/07/20,5.02
1861 10 16,Romagna,10,44.233,12.121,06/07/20,5.13
1861 12 12 06 10,Colli Albani,4,41.831,12.641,5,4.16
1864 03 15,Zocca,13,44.337,11.059,06/07/20,4.84
1864 12 11 17 40,Mugello,9,44.042,11.282,7,5.11
1865 09 21 20 50,Alta Valtiberina,5,43.285,12.314,7,5.1
1866 02 15,Valle Umbra,1,42.82,12.777,05/06/20,4.4
1867 11 01 16 15,Siena,1,43.318,11.332,5,4.16
1868 06 17 01 50,Monte Amiata,3,42.87,11.538,05/06/20,4.4
1869 02 07 04 52,Senese,5,43.336,11.333,05/06/20,4.4
1869 02 07,Senese,8,43.342,11.35,06/07/20,4.81
1869 06 25 13 58,Appennino bolognese,18,44.314,11.116,07/08/20,5.43
1869 09 26 20 45,Valdelsa,9,43.453,11.105,06/07/20,4.98
1869 12 13 02 53,Sassuolo,13,44.629,10.779,5,4.57
1870 02 08,Anconetano,10,43.555,13.473,7,5.15
1870 10 30 18 34,Forlivese,41,44.133,12.062,8,5.61
1871 01 22 21 30,Pianura romagnola,8,44.218,12.075,6,4.95
1871 07 29 20 45,Val di Cecina,14,43.301,10.619,07/08/20,5.15
1871 10 22 13,Chianti,2,43.421,11.349,6,4.63
1873 03 12 20 04,Appennino marchigiano,196,43.089,13.244,8,5.85
1873 05 16 19 35,Reggiano,15,44.612,10.701,06/07/20,5.01
1874 02 03 06,Maceratese,1,43.366,13.621,05/06/20,4.4
1874 02 24 06 52,Aquilano,26,42.333,13.777,06/07/20,5.12
1874 10 07,Imolese,60,44.168,11.589,7,4.96
1875 01 10 08,Portico di Romagna,1,44.025,11.783,5,4.16
1875 03 17 23 51,Costa romagnola,144,44.209,12.659,8,5.74
1876 05 22 00 30,Spoleto,14,42.736,12.737,05/06/20,4.57
1876 10 26 14 18,Monti Prenestini,29,41.827,12.784,7,5.06
1877 03 03 02 09,Chianti,5,,,,
1877 08 16 12 24,Rocca di Papa,15,41.744,12.754,6,4.55
1877 12 23 05 03,Viterbese,19,42.288,12.116,6,4.72
1878 02 13 19 30,Cascia,8,42.718,13.013,04/05/20,4.22
1878 03 12 21 36,Bolognese,31,44.424,11.543,6,4.84
1878 04 05 09 46,Bolognese,6,44.404,11.512,6,4.63
1878 06 04 14 40,Bolognese,13,44.276,11.38,5,4.52
1878 09 10 13 31,Lunigiana,12,44.218,10.037,06/07/20,4.98
1878 09 15 07 20,Valle Umbra,34,42.851,12.673,8,5.46
1878 11 09 17 48 50.00,Tossignano,8,44.226,11.491,5,4.53
1879 02 23 18 30,Valnerina,15,42.766,13.043,8,5.59
1879 04 27 04 06,Appennino tosco-emiliano,20,44.168,11.587,7,5.03
1880 07 23 01 50,Imola,3,44.315,11.719,5,4.16
1881 01 24 16 14,Bolognese,38,44.401,11.349,7,5.22
1881 01 25 07 06,Bolognese,18,44.411,11.459,5,4.59
1881 02 02,Russi,13,44.371,12.033,05/06/20,4.69
1881 02 14 09 00 30.00,Appennino bolognese,21,44.405,11.484,6,4.77
1881 03 11 22 50,Valle Umbra,15,42.814,12.715,5,4.51
1881 09 28,Cesena,24,44.142,12.189,06/07/20,4.71
1882 01 13,Monti Volsini,1,42.627,11.828,6,4.63
1882 05 26 04 15,Cascia,16,42.727,12.875,5,4.45
1882 08 16,Costa ascolana,13,42.982,13.941,7,5.15
1883 03 16,Monti Prenestini,1,41.831,12.828,7,5.1
1883 09 02 07 03,Colli Albani,27,41.807,12.765,05/06/20,4.67
1883 11 07 03,Monti della Laga,4,42.671,13.255,7,5.1
1884 01 10,Atri,12,42.665,13.953,05/06/20,4.63
1884 02 06 23 30,Colli Albani,4,41.72,12.671,6,4.63
1884 08 07 02 15,Colli Albani,19,41.764,12.685,5,4.38
1884 08 15,Alto Maceratese,1,42.93,13.088,5,4.16
1885 06 17 22 34,Monti Reatini,9,42.521,12.844,7,4.9
1886 09 05 23 40,Alto Aniene,1,42.025,12.995,05/06/20,4.4
1887 01 27 02 45,Aquilano,30,42.343,13.433,5,4.17
1887 04 15 02 50,Marsica,2,41.995,13.482,04/05/20,3.93
1887 05 26,Jesi,19,43.525,13.17,5,4.44
1887 09 30 15 55,Faenza,10,44.288,11.881,5,4.12
1887 11 14 05 48 05.00,Fiorentino,101,43.749,11.219,6,4.47
1888 07 08 20 47,Teramo,7,42.556,13.665,5,4.46
1889 03 08 02 57 04.00,Bolognese,38,44.355,11.314,5,4.53
1889 04 06 14 30,Sabina,6,42.293,12.692,5,4.3
1889 07 21 12 30,Ischia di Castro,4,42.572,11.783,05/06/20,4.4
1889 11 28 19 10,Monti Sibillini,10,42.814,13.404,04/05/20,4.19
1889 12 12,San Piero a Sieve,4,43.898,11.643,5,4.16
1890 02 15 02 35 08.00,Valdelsa,12,43.589,11.169,5,4.52
1890 05 04 12 09,Valdelsa,2,43.542,11.172,5,4.16
1891 04 24 06 45,Pescia,8,43.903,10.69,04/05/20,3.93
1891 07 14 05 58,Trevi,9,42.843,12.747,5,4.16
1891 08 01 13 32 22.00,Lugo,15,44.353,11.896,04/05/20,4.36
1891 12 08,Alta Valtiberina,24,43.391,12.147,5,4.34
1892 01 21 20 15,Valle del Salto,14,42.231,13.11,5,4.4
1892 01 22,Colli Albani,81,41.725,12.712,7,5.14
1892 05 17 03 08 15.00,Carpineti,28,44.377,10.508,5,4.28
1892 11 21,Alta Valtiberina,22,43.48,12.273,05/06/20,4.25
1892 12 29 13 47 48.00,Castel del Rio,36,44.127,11.502,05/06/20,4.37
1892 12 29 20 11,Palazzuolo sul Senio,3,44.094,11.581,04/05/20,3.93
1893 03 12 00 05 48.00,Colli Albani,11,41.722,12.69,04/05/20,3.78
1893 08 02 00 59,Valnerina,84,42.608,13.002,05/06/20,4.55
1893 10 20 20 15,Appennino parmense,25,44.376,10.13,04/05/20,4.04
1894 10 29 03 58,Alto Aniene,13,42.018,12.911,5,4.12
1894 12 12 11 15,Livorno,1,43.551,10.309,5,4.16
1895 03 23,Comacchio,33,44.721,12.017,6,4.65
1895 05 12 20 29,Reggiano,13,44.745,10.605,04/05/20,3.98
1895 05 18 19 55 12.00,Fiorentino,401,43.703,11.264,8,5.5
1895 05 20 15 32 57.00,Valle Umbra,27,42.655,12.637,05/06/20,4.49
1895 05 25 12 42,Villanova Marchesana,11,45.008,11.96,04/05/20,3.98
1895 06 06 00 35 05.00,Fiorentino,29,43.762,11.241,05/06/20,4.55
1895 06 30 03 48 50.00,Poggio Picenze,10,42.32,13.541,04/05/20,3.93
1895 07 30 10 47,Comacchio,10,44.669,11.942,5,4.47
1895 08 07 19 49 32.00,Appennino tosco-emiliano,84,43.967,10.818,5,4.67
1895 08 25 00 17 10.00,Sellano,13,42.811,12.84,5,4.25
1895 09 04 13 30,Valle del Montone,14,44.027,11.818,06/07/20,4.77
1895 10 25 00 24 58.00,Chianti,36,43.529,11.214,05/06/20,4.51
1895 10 25 12 10,Fermo,12,43.268,13.676,5,4.16
1895 11 01,Campagna romana,94,41.766,12.432,06/07/20,4.83
1896 01 06 15 59,Narni,13,42.556,12.593,5,4.08
1896 01 31 22 45,Sant'Agata Feltria,2,43.864,12.209,4,3.7
1896 07 08 01 51 28.00,Porretta Terme,17,44.059,10.921,5,4.37
1896 12 08 17 06 45.00,Sestola,26,44.202,10.817,5,4.33
1897 01 19 19 20,Poggiodomo,19,42.725,12.936,6,4.68
1897 03 01 08 40,Valfabbrica,1,43.158,12.602,06/07/20,4.86
1897 05 22 02 05,Valdelsa,23,43.474,11.114,5,4.26
1897 06 24 19 04,Apecchio,27,43.554,12.555,5,4.34
1897 07 27 09 02 14.00,Valdarno inferiore,33,43.636,10.655,05/06/20,4.27
1897 09 06 03 10 44.00,Valdarno inferiore,104,43.79,10.667,05/06/20,4.59
1897 09 12 00 55,Valle Umbra,12,43.003,12.643,5,4.19
1897 09 21,Marche settentrionali,44,43.706,12.966,7,5.4
1897 10 28 10 40,Fermano,25,43.018,13.496,04/05/20,4.16
1897 11 15 23 52,Val d'Orcia,26,43.085,11.597,5,4.1
1897 12 18 07 24 20.00,Alta Valtiberina,132,43.498,12.382,7,5.09
1898 01 16 13 10,Romagna settentrionale,110,44.657,11.821,6,4.59
1898 03 04 21 05,Parmense,313,44.655,10.26,07/08/20,5.37
1898 03 09 11 43,Romagna settentrionale,68,44.657,11.821,6,4.59
1898 04 23 18 22 08.00,Alta Valnerina,14,42.888,12.927,04/05/20,3.93
1898 06 27 23 38,Reatino,186,42.414,12.903,8,5.5
1898 08 25 16 37 46.00,Valnerina,67,42.895,12.994,7,5.03
1898 09 12 14 14 10.00,Valnerina,16,42.908,12.975,8,5.48
1898 11 22 23 10,Borgo Pace,5,43.653,12.316,04/05/20,3.93
1898 11 27 01,San Ginesio,35,43.132,13.139,05/06/20,4.39
1899 02 07 12 35 30.00,Appennino umbro-marchigiano,49,42.996,13.106,4,4.04
1899 04 21 00 57 55.00,Narni,45,42.8,12.928,4,3.96
1899 06 22 13 20,Corridonia,30,43.206,13.495,5,4.08
1899 06 26 23 17 22.00,Valle del Bisenzio,138,43.958,11.117,7,5.02
1899 06 26 23 20,Valle del Bisenzio,,,,,
1899 07 08 22 56 55.00,Bagno di Romagna,37,44.01,11.822,4,4.02
1899 07 19 13 18 54.00,Colli Albani,122,41.798,12.686,7,5.1
1900 05 19 16 55,Arrone,13,42.583,12.768,6,4.22
1900 08 10 04 28 13.00,Teramano,15,42.781,13.733,5,4.28
1900 08 11 19,Giano dell'Umbria,1,42.833,12.578,5,4.16
1900 08 28 16 38,Chianti,3,43.469,11.287,4,3.7
1901 01 19 05 15,Orvieto,6,42.719,12.113,5,4.16
1901 01 20 06 30,Bassa modenese,10,44.908,11.093,4,3.68
1901 01 20 06 34 20.00,Bassa modenese,12,44.892,11.087,5,4.11
1901 04 24 14 20,Sabina,44,42.1,12.736,8,5.25
1901 06 19 12,Sipicciano,1,42.546,12.232,05/06/20,4.4
1901 08 04 06 52,Valle Umbra,3,42.736,12.737,5,4.16
1901 09 22 21 42 12.00,Valdelsa,35,43.564,10.952,6,4.68
1901 09 25 23 40,Costa pesarese,9,43.877,12.879,5,4.23
1902 03 05 07 06,Garfagnana,83,44.093,10.463,7,4.98
1902 03 11 15 20 46.00,Colli Albani,5,41.808,12.681,04/05/20,3.93
1902 06 14 14 30 45.00,Giano dell'Umbria,3,42.833,12.578,5,4.16
1902 06 27 16 48,Casentino,13,43.643,11.832,6,4.46
1902 08 04 22 36 10.00,Lunigiana,60,44.113,10.28,6,4.78
1902 10 23 08 51,Reatino,77,42.357,12.839,6,4.74
1902 12 04 16 35 01.00,Lunigiana,36,44.121,10.128,5,4.35
1902 12 17 05 21,Monte Amiata,30,42.839,11.602,06/07/20,4.83
1903 05 26 21 07,Reatino,2,42.402,12.86,04/05/20,3.93
1903 06 21 13 29,Lazio settentrionale,8,42.635,12.041,05/06/20,4.4
1903 07 27 03 46,Lunigiana,79,44.329,9.953,07/08/20,5.19
1903 11 02 21 52,Valnerina,33,42.794,13.074,6,4.81
1904 02 24 15 53 26.00,Marsica,56,42.097,13.316,08/09/20,5.68
1904 02 25 00 29 13.00,Marsica,34,42.076,13.319,05/06/20,4.56
1904 02 25 18 47 50.00,Reggiano,62,44.49,10.64,6,4.81
1904 03 03 18 55 44.00,Marsica,6,42.032,13.426,04/05/20,4.32
1904 03 10 04 21 36.00,Marsica,4,42.092,13.363,5,4.16
1904 03 20 05 50 04.00,Marsica,2,42.078,13.352,04/05/20,3.93
1904 03 20 07 50,Marsica,1,42.064,13.342,05/06/20,4.4
1904 03 29 08 30,Marsica,1,42.092,13.363,05/06/20,4.4
1904 06 10 11 15 28.00,Frignano,101,44.2,10.842,6,4.82
1904 06 20 01 24,Assisi,24,43.013,12.66,5,4.1
1904 09 02 11 21,Maceratese,59,43.035,13.301,05/06/20,4.63
1904 09 07 11 30,Valle dell'Ombrone,27,42.979,11.383,5,4.31
1904 09 24 09 30,Valle Umbra,15,42.943,12.703,5,4.24
1904 11 17 05 02,Pistoiese,204,43.965,10.821,7,5.1
1905 02 12 08 28,Monte Amiata,61,42.862,11.558,6,4.55
1905 11 30 22,Caldarola,9,43.158,13.22,4,3.7
1905 12 09 21 41,Valle Umbra,42,42.843,12.701,5,4.24
1906 01 29 15 05,Valle del Tronto,50,42.607,13.423,5,4.28
1906 02 05 16 34,Valnerina,55,42.722,12.86,5,4.41
1906 02 21 20 49,Colli Albani,42,41.752,12.684,5,4.08
1906 04 21 06 35,Valdelsa,45,43.446,11.137,05/06/20,4.3
1906 07 01 00 50,Reatino,41,42.384,13.141,5,4.29
1906 12 20 02 38,Valdelsa,28,43.457,11.219,4,3.96
1907 01 23 00 25,Adriatico centrale,93,43.048,14.097,5,4.75
1907 12 15 13 06 55.00,Chianti,20,43.402,11.353,5,4.19
1907 12 20 10 29 15.00,Chianti,35,43.486,11.374,6,4.44
1908 01 16 10 27,Aquilano,11,42.338,13.368,04/05/20,4.12
1908 03 17 03 59,Marche meridionali,54,43.129,13.339,05/06/20,4.61
1908 06 02 22 30,Frignano,18,44.264,10.823,04/05/20,4.5
1908 06 26 13 15,Senese,9,43.322,11.45,5,4.36
1908 06 28 03 19,Finale Emilia,11,44.833,11.294,04/05/20,3.93
1908 11 07 15 23,Val di Chiana,17,43.273,11.682,5,4.25
1908 11 16 16 28,Fermo,6,43.156,13.597,4,3.7
1909 01 13 00 45,Emilia Romagna orientale,867,44.579,11.688,06/07/20,5.36
1909 02 06 08 05,Ternano,12,42.562,12.647,5,4.16
1909 03 16 15 53,Gran Sasso,19,42.442,13.393,04/05/20,4.03
1909 03 18 02 51,Appennino reggiano,12,44.185,10.431,04/05/20,4.13
1909 08 25 00 22,Crete Senesi,259,43.15,11.403,07/08/20,5.34
1909 08 25 00 30 03.00,Crete Senesi,,43.133,11.2,07/08/20,5.09
1909 08 31 13 41,Roma,44,41.937,12.412,5,4.15
1909 09 20 05 04,Ischia di Castro,1,42.543,11.756,6,4.63
1909 10 01 01 08,Spoleto,8,42.736,12.737,05/06/20,4.4
1910 01 22 20 30,Pianura lombardo-veneta,9,45.022,11.176,04/05/20,4.02
1910 02 22 15 35,Magliano de' Marsi,13,42.092,13.363,5,4.16
1910 03 06 22 22,Monti Reatini,15,42.63,13.105,04/05/20,3.93
1910 03 22 23 29,Bassa modenese,15,44.821,11.162,5,4.16
1910 06 29 13 52,Valnerina,58,42.742,12.929,7,4.93
1910 12 22 12 34,Monti della Laga,19,42.708,13.281,5,4.3
1910 12 22 17 18,Monti della Laga,3,42.68,13.184,04/05/20,3.93
1910 12 26 16 30,Monti della Laga,50,42.68,13.184,05/06/20,4.56
1911 01 18 06 52,Lugnano in Teverina,19,42.582,12.314,6,4.42
1911 02 19 07 18 30.00,Forlivese,181,44.117,12.074,7,5.26
1911 03 20 15 47,Forlivese,25,44.189,12.193,6,5.09
1911 03 26 13 51,Riminese,9,44.061,12.508,5,5.04
1911 03 26 20 20 50.00,Casentino,8,43.811,11.816,6,4.54
1911 04 10 09 43,Colli Albani,79,41.779,12.648,6,4.74
1911 05 28 13 52,Aquilano,9,42.376,13.405,5,4.16
1911 09 09 11 32,Aquilano,13,42.31,13.57,5,4.36
1911 09 13 22 29 02.00,Chianti,115,43.436,11.344,7,5.08
1911 09 13 22 35 10.00,Chianti,13,43.394,11.239,04/05/20,4.35
1912 05 11 05 14,Cagliese,11,43.58,12.609,04/05/20,3.96
1912 08 15 23 50,Mugello,7,44.058,11.258,5,4.22
1912 09 12 21 15,Carpi,13,44.784,10.885,4,3.76
1913 02 13 16 39,Corno alle Scale,26,44.13,10.805,5,4.18
1913 07 21 22 35,Appennino romagnolo,43,44.041,11.762,05/06/20,4.79
1913 07 29 22 24,Casentino,16,43.814,11.89,05/06/20,4.54
1913 08 09 01 45,Pietralunga,12,43.442,12.436,04/05/20,3.93
1913 11 25 20 55,Appennino parmense,73,44.551,10.196,04/05/20,4.65
1914 01 15 03 27 20.00,Livornese,25,43.47,10.433,5,4.33
1914 04 14 02 49,Marsica,22,42.022,13.578,5,4.26
1914 05 15 13 06,Chianti,6,43.453,11.361,5,4.16
1914 07 31 21 05,Gualdo Tadino,4,43.177,12.738,5,4.47
1914 10 27 09 22,Lucchesia,660,43.912,10.598,7,5.63
1915 01 13 06 52 43.00,Marsica,1041,42.014,13.53,11,7.08
1915 01 13 19 30,Cesenate,5,44.161,12.261,5,4.38
1915 01 14 07 17,Marsica,12,41.855,13.018,05/06/20,4.88
1915 01 21 12 29 28.00,Marsica,4,41.926,13.231,4,4.83
1915 03 15 11 23,Alta Valle del Chienti,24,43.012,12.893,7,4.97
1915 03 26 23 37,Perugino,40,43.078,12.463,6,4.55
1915 04 05 06 18 58.00,Valle dell'Aniene,21,42.05,12.906,6,4.8
1915 07 06 11 20,Monti Tiburtini,4,41.995,12.938,04/05/20,3.93
1915 07 08 23 41 18.00,Marsica,1,,,,
1915 09 16 02 58 48.00,Valnerina,2,42.718,13.013,04/05/20,3.93
1915 09 23 18 07,Marsica,18,42.415,13.076,6,5.07
1915 10 10 23 10,Reggiano,30,44.733,10.47,6,4.87
1915 11 11 03 41,Ternano,16,42.53,12.655,6,4.53
1916 04 22 04 33,Aquilano,9,42.292,13.397,06/07/20,5.09
1916 05 17 12 50,Riminese,132,44.119,12.748,8,5.82
1916 06 16 01 27,Riminese,17,44.089,12.674,6,4.82
1916 07 04 05 06,Monti Sibillini,18,42.824,13.227,06/07/20,4.82
1916 07 27 18 38,Garfagnana,22,44.074,10.469,05/06/20,4.56
1916 08 02 07 30,San Gimignano,2,43.467,11.043,04/05/20,3.93
1916 08 15 07 35,Riminese,,44.167,12.917,6,5
1916 08 15 07 48,Riminese,,44.167,12.917,6,5
1916 08 15 08 30,Riminese,,44.167,12.917,6,4.42
1916 08 15 09 17,Riminese,,44.167,12.917,6,5.34
1916 08 15 13 59,Riminese,,44.167,12.917,6,5.35
1916 08 15 14 18,Riminese,,44.167,12.917,6,4.93
1916 08 15 14 56,Riminese,,44.167,12.917,5,4.77
1916 08 15 16 37,Riminese,,44.167,12.917,5,5.31
1916 08 15 17 44,Riminese,,44.167,12.917,6,4.85
1916 08 15 21 03,Riminese,,44.167,12.917,6,5.01
1916 08 16 06 48,Riminese,,43.8,12.8,6,4.6
1916 08 16 07 06 14.00,Riminese,257,44.019,12.737,8,5.82
1916 08 16 08 15,Riminese,,44.167,12.917,6,5.46
1916 08 16 08 33,Riminese,,43.8,12.8,5,4.69
1916 08 16 09 44,Riminese,,44.167,12.917,5,5.3
1916 08 18 11 54,Riminese,,44.167,12.917,5,4.81
1916 08 18 16 31,Riminese,,44.167,12.917,5,4.95
1916 08 21 10 22,Riminese,,44.167,12.917,5,4.57
1916 09 07 15 13,Massa Martana,1,42.775,12.525,05/06/20,4.4
1916 11 16 06 35,Alto Reatino,40,42.646,13.169,8,5.5
1917 01 08 01 45 50.00,Appennino forlivese,11,44.005,11.803,6,4.74
1917 03 21 00 30,Monti Sibillini,21,42.793,13.314,5,4.44
1917 04 26 09 35 59.00,Alta Valtiberina,134,43.467,12.129,09/10/20,5.99
1917 05 12 15 34 36.00,Ternano,34,42.59,12.641,07/08/20,5.03
1917 07 08 02,Appennino laziale-abruzzese,44,42.082,13.087,05/06/20,4.68
1917 07 19 00 55,Valle Umbra,3,42.955,12.704,4,3.7
1917 10 14 17 05,Montefiascone,17,42.537,12.03,05/06/20,4.2
1917 11 05 22 47,Costa anconetana,26,43.578,13.628,6,5.22
1917 12 02 17 39,Appennino forlivese,32,44.059,11.829,06/07/20,5.09
1918 01 22 18 48,Corazzano,2,43.621,10.868,4,3.7
1918 01 22 19 39,Corazzano,5,43.621,10.868,5,4.16
1918 02 08 18 49,Appennino forlivese,,44.133,12.1,05/06/20,4.84
1918 03 22 04 43 20.00,Alta Valtiberina,7,43.335,12.254,4,4.13
1918 04 14 01 56,Monti Martani,21,42.855,12.548,6,4.48
1918 05 06 08 05,Reggiano,8,44.691,10.63,05/06/20,4.41
1918 11 10 15 12 28.00,Appennino forlivese,187,43.917,11.933,9,5.96
1919 02 13 02 20,Lago Trasimeno,18,43.112,12.287,6,4.64
1919 06 29 15 06 13.00,Mugello,565,43.957,11.482,10,6.38
1919 09 10 16 57,Val di Paglia,67,42.793,11.788,07/08/20,5.36
1919 09 25 03 15,Frignano,7,44.09,10.584,4,3.7
1919 10 25 13 51,Alta Valtiberina,30,43.571,12.132,6,5.03
1920 01 13 10 35 45.00,Tornimparte,3,42.29,13.301,04/05/20,3.93
1920 02 10 23 57,Monti Sibillini,18,42.837,13.439,5,4.3
1920 06 08 16 13,Appennino forlivese,19,43.997,11.879,05/06/20,4.54
1920 09 06 14 05 24.00,Garfagnana,,44.25,10.283,6,5.61
1920 09 07 05 55 40.00,Garfagnana,750,44.185,10.278,10,6.53
1920 09 07 08 10,Garfagnana,,44.25,10.283,6,5.18
1920 09 07 13 32 20.00,Garfagnana,,44.25,10.283,5,5.05
1920 09 07 18 42 43.00,Garfagnana,,44.317,10.283,6,4.62
1920 11 24 04 20,Senese,15,43.366,11.538,04/05/20,4.07
1920 12 27 16 19,Garfagnana,4,44.159,10.192,4,3.7
