Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1877 10 01 07 20,Monte Baldo,6,45.761,10.808,6,4.44
1878 03 12 21 36,Bolognese,31,44.424,11.543,6,4.84
1878 04 05 09 46,Bolognese,6,44.404,11.512,6,4.63
1878 06 04 14 40,Bolognese,13,44.276,11.38,5,4.52
1878 09 10 13 31,Lunigiana,12,44.218,10.037,06/07/20,4.98
1878 11 09 17 48 50.00,Tossignano,8,44.226,11.491,5,4.53
1879 02 14,Garda occidentale,13,45.715,10.127,5,4.62
1879 04 27 04 06,Appennino tosco-emiliano,20,44.168,11.587,7,5.03
1880 07 23 01 50,Imola,3,44.315,11.719,5,4.16
1880 08 02 02 15,Biellese,1,45.627,7.981,5,4.16
1881 01 24 16 14,Bolognese,38,44.401,11.349,7,5.22
1881 01 25 07 06,Bolognese,18,44.411,11.459,5,4.59
1881 02 02,Russi,13,44.371,12.033,05/06/20,4.69
1881 02 14 09 00 30.00,Appennino bolognese,21,44.405,11.484,6,4.77
1881 03 02 00 10,Biellese,1,45.554,8.021,5,4.16
1881 08 03 14 42,Alessandrino,3,44.724,8.524,4,3.7
1881 09 28,Cesena,24,44.142,12.189,06/07/20,4.71
1882 02 15 05,Val Borbera,18,44.66,9.085,6,4.77
1882 02 27 06 30,Valle Seriana,37,45.878,9.926,06/07/20,4.81
1882 09 18 19 25,Monte Baldo,7,45.71,10.77,7,5.08
1883 03 07 21 15,Piemonte sud-occidentale,21,44.604,7.401,04/05/20,4.17
1884 09 12 07 23,Pianura lombarda,34,45.547,9.77,6,4.7
1885 01 24 20,Liguria occidentale,4,43.855,7.884,05/06/20,4.4
1885 02 26 20 48,Pianura Padana,78,45.209,10.169,6,5.01
1886 10 15 02 20,Collecchio,44,44.75,10.306,6,4.7
1887 02 23 05 21 50.00,Liguria occidentale,1511,43.891,7.992,9,6.27
1887 02 23 05 29,Liguria occidentale,,,,,
1887 02 23 07 51,Liguria occidentale,,,,,
1887 03 29 08 58,Valle del Brenta,2,45.734,11.668,5,4.16
1887 04 14 02 15,Asolano,9,45.822,11.86,6,4.82
1887 05 20 04 12,Lecchese,36,45.827,9.359,5,3.97
1887 09 30 15 55,Faenza,10,44.288,11.881,5,4.12
1887 11 14 05 48 05.00,Fiorentino,101,43.749,11.219,6,4.47
1889 03 08 02 57 04.00,Bolognese,38,44.355,11.314,5,4.53
1889 12 12,San Piero a Sieve,4,43.898,11.643,5,4.16
1890 02 15 02 35 08.00,Valdelsa,12,43.589,11.169,5,4.52
1890 05 04 12 09,Valdelsa,2,43.542,11.172,5,4.16
1891 04 24 06 45,Pescia,8,43.903,10.69,04/05/20,3.93
1891 05 28 06 15,Alessandrino,9,44.714,8.669,5,4.13
1891 06 07 01 06 14.00,Valle d'Illasi,403,45.564,11.165,08/09/20,5.87
1891 06 15,Peschiera,35,45.43,10.767,6,4.69
1891 08 01 13 32 22.00,Lugo,15,44.353,11.896,04/05/20,4.36
1891 12 22,Valtellina,7,46.139,9.829,05/06/20,4.41
1892 01 05,Garda occidentale,93,45.592,10.471,06/07/20,4.96
1892 03 05,Valle d'Aosta,86,45.569,7.797,7,4.98
1892 05 17 03 08 15.00,Carpineti,28,44.377,10.508,5,4.28
1892 08 09 07 58,Valle d'Alpone,160,45.566,11.204,06/07/20,4.91
1892 11 27 00 40,Cuneese,12,44.275,7.49,5,4.38
1892 12 29 13 47 48.00,Castel del Rio,36,44.127,11.502,05/06/20,4.37
1892 12 29 20 11,Palazzuolo sul Senio,3,44.094,11.581,04/05/20,3.93
1893 10 20 20 15,Appennino parmense,25,44.376,10.13,04/05/20,4.04
1894 02 09 12 48 05.00,Valle d'Illasi,116,45.584,11.14,6,4.74
1894 11 27 05 07,Bresciano,183,45.563,10.123,6,4.89
1894 12 12 11 15,Livorno,1,43.551,10.309,5,4.16
1895 03 23,Comacchio,33,44.721,12.017,6,4.65
1895 05 12 20 29,Reggiano,13,44.745,10.605,04/05/20,3.98
1895 05 18 19 55 12.00,Fiorentino,401,43.703,11.264,8,5.5
1895 05 25 12 42,Villanova Marchesana,11,45.008,11.96,04/05/20,3.98
1895 06 06 00 35 05.00,Fiorentino,29,43.762,11.241,05/06/20,4.55
1895 07 30 10 47,Comacchio,10,44.669,11.942,5,4.47
1895 08 07 19 49 32.00,Appennino tosco-emiliano,84,43.967,10.818,5,4.67
1895 09 04 13 30,Valle del Montone,14,44.027,11.818,06/07/20,4.77
1895 10 12 02 45,Monte Baldo,3,45.764,10.809,5,4.16
1895 10 25 00 24 58.00,Chianti,36,43.529,11.214,05/06/20,4.51
1895 11 02 07 30,Valle de' Signori,11,45.649,11.155,5,4.33
1895 12 25 04 47,Liguria occidentale,9,43.903,8.059,5,4.18
1896 01 06 17 40 42.00,Monte Baldo,3,45.734,10.788,4,3.7
1896 07 08 01 51 28.00,Porretta Terme,17,44.059,10.921,5,4.37
1896 10 16,Liguria occidentale,55,43.77,8.735,6,4.91
1896 12 08 17 06 45.00,Sestola,26,44.202,10.817,5,4.33
1897 01 27 01 35,Prealpi Vicentine,16,45.817,11.151,04/05/20,4.11
1897 05 22 02 05,Valdelsa,23,43.474,11.114,5,4.26
1897 07 06 20 44,Mar Ligure,62,44.417,8.652,5,4.22
1897 07 27 09 02 14.00,Valdarno inferiore,33,43.636,10.655,05/06/20,4.27
1897 09 06 03 10 44.00,Valdarno inferiore,104,43.79,10.667,05/06/20,4.59
1897 10 12,Liguria occidentale,13,43.925,7.845,5,4.34
1898 01 16 13 10,Romagna settentrionale,110,44.657,11.821,6,4.59
1898 03 04 21 05,Parmense,313,44.655,10.26,07/08/20,5.37
1898 03 09 11 43,Romagna settentrionale,68,44.657,11.821,6,4.59
1898 11 16,Garda occidentale,43,45.665,10.41,6,4.63
1899 06 26 23 17 22.00,Valle del Bisenzio,138,43.958,11.117,7,5.02
1899 06 26 23 20,Valle del Bisenzio,,,,,
1899 07 08 22 56 55.00,Bagno di Romagna,37,44.01,11.822,4,4.02
1899 10 30 15 12,Prealpi Vicentine,8,45.78,11.195,5,4.27
1899 11 15 23 40,Pianura Veneta,25,45.404,11.44,5,4.25
1900 04 22,Liguria occidentale,4,43.849,7.872,4,3.7
1900 08 28 16 38,Chianti,3,43.469,11.287,4,3.7
1900 12 30 23 36 20.00,Alto Monferrato,36,44.651,8.447,5,4.35
1901 01 10 07 58,Alto Monferrato,3,44.616,8.442,4,3.7
1901 01 20 06 30,Bassa modenese,10,44.908,11.093,4,3.68
1901 01 20 06 34 20.00,Bassa modenese,12,44.892,11.087,5,4.11
1901 01 23 00 17 10.00,Oltrepò Pavese,90,45.034,8.998,5,4.23
1901 04 20 09 35 05.00,Cuneese,15,44.322,7.516,5,4.31
1901 05 25 03 59 20.00,Piemonte centro-meridionale,35,44.923,7.563,5,4.5
1901 09 22 21 42 12.00,Valdelsa,35,43.564,10.952,6,4.68
1901 10 30 14 49 58.00,Garda occidentale,289,45.584,10.49,07/08/20,5.44
1901 10 30 14 51 41.00,Garda occidentale,,,,,
1902 03 05 07 06,Garfagnana,83,44.093,10.463,7,4.98
1902 04 11 01 28 44.00,Valle Scrivia,3,44.856,8.86,4,3.7
1902 06 27 16 48,Casentino,13,43.643,11.832,6,4.46
1902 08 04 22 36 10.00,Lunigiana,60,44.113,10.28,6,4.78
1902 12 04 16 35 01.00,Lunigiana,36,44.121,10.128,5,4.35
1903 04 04 01 41,Liguria occidentale,20,43.819,8.337,5,4.45
1903 07 27 03 46,Lunigiana,79,44.329,9.953,07/08/20,5.19
1904 01 16 16 28 30.00,Campo Ligure,16,44.456,8.493,4,4.01
1904 02 25 18 47 50.00,Reggiano,62,44.49,10.64,6,4.81
1904 06 10 11 15 28.00,Frignano,101,44.2,10.842,6,4.82
1904 11 15 19 16,Liguria occidentale,17,43.881,7.718,5,4.16
1904 11 17 05 02,Pistoiese,204,43.965,10.821,7,5.1
1905 05 30 04 55,Cuneese,121,44.435,7.646,05/06/20,4.65
1906 04 21 06 35,Valdelsa,45,43.446,11.137,05/06/20,4.3
1906 07 14 18 35,Valle Scrivia,11,44.734,8.88,5,4.16
1906 08 02 03 48,Bresciano,16,45.552,10.361,4,3.76
1906 08 11 09 58,Liguria occidentale,82,43.787,7.9,5,4.41
1906 08 25 03 11,Parmense,31,44.812,10.079,5,4.25
1906 11 10 17 55,Alta Val di Taro,43,44.388,9.567,5,4.22
1906 12 20 02 38,Valdelsa,28,43.457,11.219,4,3.96
1907 04 25 04 52,Veronese,122,45.318,11.073,6,4.79
1907 12 15 13 06 55.00,Chianti,20,43.402,11.353,5,4.19
1907 12 20 10 29 15.00,Chianti,35,43.486,11.374,6,4.44
1908 02 03 13 36 26.00,Valle d'Illasi,34,45.56,11.176,05/06/20,4.32
1908 03 15 07 38 38.00,Valle d'Illasi,28,45.623,11.207,05/06/20,4.91
1908 05 09 04 01,Chiavari,12,44.344,9.312,4,3.83
1908 05 24 08 37,Piemonte centro-settentrionale,36,45.464,8.074,4,4.1
1908 06 02 22 30,Frignano,18,44.264,10.823,04/05/20,4.5
1908 06 28 03 19,Finale Emilia,11,44.833,11.294,04/05/20,3.93
1909 01 13 00 45,Emilia Romagna orientale,867,44.579,11.688,06/07/20,5.36
1909 03 18 02 51,Appennino reggiano,12,44.185,10.431,04/05/20,4.13
1909 05 27 06 10,Liguria occidentale,51,43.908,8.076,05/06/20,4.34
1909 12 24 18 40,Garda occidentale,39,45.571,10.348,5,4.17
1910 01 22 20 30,Pianura lombardo-veneta,9,45.022,11.176,04/05/20,4.02
1910 01 23 01 50,Piacentino,118,44.857,9.659,5,4.39
1910 03 22 23 29,Bassa modenese,15,44.821,11.162,5,4.16
1910 09 06 03 20,Appennino ligure,19,44.548,9.392,5,4.13
1911 02 19 07 18 30.00,Forlivese,181,44.117,12.074,7,5.26
1911 03 20 15 47,Forlivese,25,44.189,12.193,6,5.09
1911 03 26 20 20 50.00,Casentino,8,43.811,11.816,6,4.54
1911 09 13 22 29 02.00,Chianti,115,43.436,11.344,7,5.08
1911 09 13 22 35 10.00,Chianti,13,43.394,11.239,04/05/20,4.35
1912 01 14 03 11,Liguria occidentale,19,43.898,8.066,04/05/20,3.89
1912 05 31 21 40,Canavese,51,45.549,7.785,05/06/20,4.71
1912 08 15 23 50,Mugello,7,44.058,11.258,5,4.22
1912 09 12 21 15,Carpi,13,44.784,10.885,4,3.76
1912 10 01 18 10,Piacenza,23,45.052,9.693,4,3.7
1913 02 13 16 39,Corno alle Scale,26,44.13,10.805,5,4.18
1913 03 27 02 25 44.00,Val Trebbia,58,44.895,9.327,04/05/20,4.24
1913 07 21 22 35,Appennino romagnolo,43,44.041,11.762,05/06/20,4.79
1913 07 29 22 24,Casentino,16,43.814,11.89,05/06/20,4.54
1913 11 25 20 55,Appennino parmense,73,44.551,10.196,04/05/20,4.65
1913 12 07 01 28,Valle Scrivia,56,44.744,8.862,5,4.57
1914 01 15 03 27 20.00,Livornese,25,43.47,10.433,5,4.33
1914 05 15 13 06,Chianti,6,43.453,11.361,5,4.16
1914 10 27 01 12,Torinese,5,45.011,7.466,4,4.74
1914 10 27 09 22,Lucchesia,660,43.912,10.598,7,5.63
1915 01 13 19 30,Cesenate,5,44.161,12.261,5,4.38
1915 10 10 23 10,Reggiano,30,44.733,10.47,6,4.87
1916 07 27 18 38,Garfagnana,22,44.074,10.469,05/06/20,4.56
1916 08 02 07 30,San Gimignano,2,43.467,11.043,04/05/20,3.93
1917 01 07 03 39,Savonese,32,44.367,8.375,5,4.35
1917 01 08 01 45 50.00,Appennino forlivese,11,44.005,11.803,6,4.74
1917 05 01 08 30,Liguria occidentale,9,44.096,8.228,4,3.75
1917 05 18 14 56,Chiavari,5,44.337,9.337,4,3.7
1917 12 02 17 39,Appennino forlivese,32,44.059,11.829,06/07/20,5.09
1917 12 09 21 40,Alta Engadina,39,46.46,9.78,6,4.6
1918 01 13 12,Pianura lombarda,24,45.455,8.842,4,4.62
1918 01 22 18 48,Corazzano,2,43.621,10.868,4,3.7
1918 01 22 19 39,Corazzano,5,43.621,10.868,5,4.16
1918 02 08 18 49,Appennino forlivese,,44.133,12.1,05/06/20,4.84
1918 04 24 14 21,Lecchese,34,45.813,9.457,6,4.95
1918 05 06 08 05,Reggiano,8,44.691,10.63,05/06/20,4.41
1918 07 19 19 03,Mantovano,8,45.326,10.438,4,4.06
1918 11 10 15 12 28.00,Appennino forlivese,187,43.917,11.933,9,5.96
1919 06 29 15 06 13.00,Mugello,565,43.957,11.482,10,6.38
1919 07 12 12 06,Asolano,7,45.801,11.914,04/05/20,5.03
1919 09 16 02 18 37.00,Alta Valtellina,10,46.45,9.933,04/05/20,3.5
1919 09 25 03 15,Frignano,7,44.09,10.584,4,3.7
1919 11 23 01 50,Bresciano,9,45.655,10.246,4,4.79
1919 11 28 21 38,Alpi Marittime,24,44.173,7.76,05/06/20,4.92
1920 06 08 16 13,Appennino forlivese,19,43.997,11.879,05/06/20,4.54
1920 09 06 14 05 24.00,Garfagnana,,44.25,10.283,6,5.61
1920 09 07 05 55 40.00,Garfagnana,750,44.185,10.278,10,6.53
1920 09 07 08 10,Garfagnana,,44.25,10.283,6,5.18
1920 09 07 13 32 20.00,Garfagnana,,44.25,10.283,5,5.05
1920 09 07 18 42 43.00,Garfagnana,,44.317,10.283,6,4.62
1920 10 06 22 47,Mantovano,19,45.126,10.824,04/05/20,4.14
1920 12 27 16 19,Garfagnana,4,44.159,10.192,4,3.7
1921 05 07 06 15,Lunigiana,19,44.377,9.882,6,4.64
1921 09 12 00 25,Asolano,3,45.771,11.768,03/04/20,4.81
1921 11 29 12 04,Val di Taro,10,44.634,9.703,4,4.15
1922 05 24 21 17 25.00,Ferrarese,7,44.821,11.408,4,3.7
1922 08 02 21 13,Frignano,21,44.146,10.686,5,4.32
1923 06 28 15 12,Modenese,22,44.595,10.799,6,5.04
1923 11 09 13 22,"Ticino, Bellinzona",,46.22,9,5,4.3
1924 06 12 21 03 48.00,Frignano,25,44.147,10.776,05/06/20,4.46
1924 09 21 20 18,Genovese,11,44.366,8.994,5,4.32
1925 03 15 17 15,Appennino tosco-emiliano,16,44.282,10.286,4,4.1
1925 03 21 07 33 40.00,Colline Metallifere,17,43.227,10.871,05/06/20,4.29
1925 07 20 15 03 30.00,Garfagnana,7,44.051,10.378,04/05/20,3.95
1926 06 28 21 15,Appennino reggiano,3,44.488,10.488,03/04/20,3.46
1926 11 18 22 57,Lunigiana,17,44.313,9.786,5,4.25
1927 08 13 01 00 51.00,Alta Engadina,19,46.5,9.9,5,4.4
1927 10 28 21 49,Alta Val di Taro,39,44.52,9.59,6,4.66
1927 11 20 10 24 12.00,Appennino reggiano,16,44.358,10.378,5,4.29
1928 02 21 04 37,Alta Val di Taro,8,44.44,9.611,5,4.16
1928 06 13 08,Carpi,35,44.797,10.872,6,4.67
1928 07 20 19 53,Alta Val di Taro,13,44.508,9.587,6,4.39
1928 07 25 01 25,Carpi,3,44.783,10.872,04/05/20,3.93
1928 08 03 23 09,Lunigiana,21,44.126,10.201,5,4.26
1929 04 10 05 44,Bolognese,87,44.445,11.387,6,5.05
1929 04 11 00 56,Bolognese,10,44.312,11.665,4,4.72
1929 04 12 00 32,Bolognese,7,44.539,11.478,4,4.82
1929 04 19 04 16,Bolognese,82,44.496,11.202,06/07/20,5.13
1929 04 19 22 40,Bolognese,12,44.479,11.179,05/06/20,4.54
1929 04 20 01 10,Bolognese,109,44.481,11.15,7,5.36
1929 04 22 08 26,Bolognese,41,44.482,11.111,06/07/20,5.1
1929 04 22 14 19,Bolognese,12,44.469,11.223,05/06/20,4.61
1929 04 28 19 40,Bolognese,20,44.486,11.175,6,4.73
1929 04 29 18 36,Bolognese,45,44.489,11.11,6,5.2
1929 05 01 21 13,Imolese,3,44.424,11.529,4,4.57
1929 05 11 19 23,Bolognese,64,44.479,11.112,06/07/20,5.29
1929 07 18 21 02,Mugello,56,43.988,11.507,06/07/20,4.96
1929 08 17 04 25,Bolognese,10,44.481,11.131,04/05/20,3.89
1930 05 24 22 02,Appennino tosco-emiliano,43,44.136,10.724,5,4.91
1930 09 24 19 10 55.00,Reggiano,,44.6,10.6,,
1930 10 24 00 52,Appennino tosco-emiliano,12,44.498,11.209,4,3.97
1930 10 26 07 14,Appennino tosco-emiliano,14,44.292,11.054,4,4.21
1930 10 26 07 31,Modenese,11,44.434,10.861,4,4.12
1931 01 25 10 48 26.00,Lunigiana,12,44.239,10.043,05/06/20,4.29
1931 03 27 02 46 57.00,Ferrarese,7,44.821,11.764,6,4.74
1931 04 01 06 01,Faentino,12,44.163,11.708,5,4.14
1931 04 05 13 34,Faentino,14,44.194,11.71,6,4.4
1931 04 11 01 26,Faentino,19,44.28,11.718,04/05/20,4.81
1931 04 14 22 13,Valli Giudicarie,160,45.974,10.666,6,4.77
1931 06 10 17 02,Modenese,14,44.541,11.022,4,4.59
1931 09 05 01 25 53.00,Mugello,28,44.057,11.367,6,4.88
1931 12 15 03 23,Mugello,35,44.112,11.527,6,4.62
1932 02 19 12 57 11.00,Garda orientale,21,45.632,10.729,07/08/20,5.16
1932 04 19 00 17,Modenese,9,44.594,10.854,4,3.63
1932 07 13 03 42,Reggiano,8,44.774,10.809,04/05/20,3.86
1933 10 19 13 29 45.00,Colline Metallifere,4,43.166,10.864,04/05/20,3.93
1934 03 23 01 46 50.00,Lago d'Iseo,16,45.803,10.044,5,4.31
1934 05 28 21 09,Faentino,10,44.186,11.765,4,3.94
1934 06 13 09 06,Val di Taro-Lunigiana,29,44.438,9.725,6,5.14
1934 07 06 17 15,Liguria orientale,7,44.403,9.306,4,3.69
1934 09 18 09 37,Vignola,6,44.495,11.012,4,3.95
1934 11 21 10 26,Mar Ligure,,43.916,10.283,,
1935 06 05 11 48,Faentino,27,44.26,11.876,6,5.23
1936 06 21 19 25 25.00,Garda orientale,13,45.553,10.75,5,4.15
1936 06 22 03 44 55.00,Garda orientale,20,45.518,10.72,05/06/20,4.46
1936 07 31 14 46 03.00,Garda orientale,15,45.745,10.555,5,4.21
1936 10 17 02 42,Biellese,15,45.554,8.044,6,4.53
1937 06 07 22 02,Alpi Retiche,5,46.346,10.548,6,4.57
1937 09 17 12 19 05.00,Parmense,34,44.764,10.338,7,4.77
1937 12 10 18 04,Frignano,28,44.334,10.834,6,5.3
1939 02 11 11 17,Mugello,31,44.002,11.431,7,5.01
1939 10 15 14 05,Garfagnana,62,44.125,10.255,06/07/20,4.96
1939 10 31 06 47,Lunigiana,19,44.114,10.073,05/06/20,4.85
1940 01 24 23 32 16.00,Appennino emiliano,6,44.8,10.3,,
1940 01 31 11,Siena,30,43.36,11.389,05/06/20,4.23
1940 05 01 09 36 05.00,Parmense,,44.8,10.183,,5.06
1942 06 20 14 42,Garda settentrionale,2,45.917,10.882,5,4.16
1943 10 16 12 10,Cuneese,2,44.39,7.684,3,3.23
1943 10 16 19 18,Langhe,4,44.56,8.099,04/05/20,3.93
1945 06 14 05 03 45.00,Oltrepò Pavese,6,44.817,9.146,06/07/20,4.78
1945 06 29 15 37 13.00,Oltrepò Pavese,31,44.83,9.131,07/08/20,5.1
1945 12 15 05 27,Oltrepò Pavese,12,44.831,9.116,6,4.72
1946 04 29 00 06,Colline Metallifere,3,43.267,10.879,6,4.63
1947 12 25 20 42 34.00,Brescia,2,45.539,10.22,4,3.7
1948 07 19 18 11 26.00,Garda settentrionale,16,45.794,10.787,5,4.87
1949 03 09 04 16 30.00,Mugello,12,43.987,11.489,5,4.42
1950 04 01,Livornese,15,43.392,10.463,6,4.99
1950 04 07 04 16 50.00,Livornese,,43.533,10.333,,4.71
1950 05 06 03 43,Reggiano,4,44.731,10.671,4,4.41
1951 05 15 22 54,Lodigiano,179,45.226,9.62,06/07/20,5.17
1951 08 12 21 19,Garfagnana,21,44.028,10.384,5,4.59
1951 10 29 22 48,Valle del Panaro,3,44.458,10.989,4,4.4
1952 07 04 20 35 12.00,Appennino forlivese,64,43.98,11.883,7,4.94
1952 07 04 21 30 13.00,Appennino forlivese,,43.967,11.867,,4.76
1952 08 22 02 25 31.00,Lomellina,21,45.105,8.846,4,4.11
1952 12 02 06 13 22.00,Appennino forlivese,53,44.004,12.079,5,4.42
1953 02 13 16 29 45.00,Mugello,,44.363,11.525,,
1953 08 22 05 26,Reggiano,6,44.787,10.795,6,4.73
1953 12 14 07 11 06.00,Appennino forlivese,48,44.064,12.061,05/06/20,4.7
1954 07 16 00 05,Appennino piacentino,4,44.648,9.585,4,3.7
1955 03 12 06 57 04.00,Parmense,15,44.798,10.173,5,4.15
1955 04 11 15 24,Liguria orientale,29,44.136,9.89,5,4.07
1955 12 13 17 04,Lunigiana,19,44.186,10.088,5,4.53
1956 02 20 01 29 41.00,Argenta,17,44.621,11.982,05/06/20,4.96
1956 02 20 01 29 26.00,Padovano,23,45.273,11.886,05/06/20,4.49
1956 02 22 22 55 06.00,Senese,29,43.298,11.28,5,4.03
1956 03 20 00 35,Liguria occidentale,6,43.877,7.966,04/05/20,3.93
1956 04 26 03 00 03.00,Appennino bolognese,89,44.209,11.33,6,4.74
1956 05 26 18 40,Appennino forlivese,76,43.939,11.897,7,4.99
1956 05 29 16 21,Appennino forlivese,,43.95,11.817,,4.59
1956 06 03 01 45 57.00,Appennino forlivese,62,44.003,11.876,6,4.51
1957 04 17 02 22,Appennino forlivese,14,43.937,11.942,6,4.68
1957 04 17 08 40 37.00,Appennino forlivese,,43.9,11.833,,4.72
1957 08 27 11 54,Appennino modenese,58,44.395,10.995,5,4.73
1957 10 25 23 02 05.00,Appennino reggiano,79,44.386,10.218,05/06/20,4.27
1958 01 09 11 58 30.00,Monte Baldo,2,45.684,10.802,5,4.16
1958 10 13 13 50,Liguria occidentale,4,43.909,7.866,4,3.7
1959 01 26 05 35 40.00,Alta Val di Taro,14,44.422,9.624,5,4.27
1959 03 11 00 15,Appennino forlivese,11,43.959,12.064,5,4.31
1959 03 24 10 24,Fiorentino,28,43.698,11.297,7,4.85
1960 02 19 02 30,Valli Giudicarie,50,45.806,10.625,6,4.81
1960 04 30 00 52 06.00,Appennino forlivese,16,44.02,11.852,5,4.28
1960 10 29 00 08 39.00,Mugello,69,43.999,11.385,7,4.91
1961 05 08 22 45 51.00,Forlivese,40,44.134,11.962,5,4.37
1961 08 03 10 26 29.00,Lunigiana,22,44.18,10.199,5,4.18
1961 08 13 22 34 18.00,Parmense,22,44.739,10.229,05/06/20,4.37
1961 08 14 01 03 02.00,Parmense,14,44.812,10.153,05/06/20,4.47
1961 11 23 01 12 05.00,Prealpi bergamasche,119,45.76,9.589,06/07/20,4.86
1962 05 11 01 05 31.00,Appennino bolognese,15,44.168,11.176,05/06/20,4.69
1962 09 16 14 49 45.00,Chianti,19,43.545,11.35,6,4.54
1963 01 08 13 51,Appennino reggiano,3,44.358,10.299,5,4.16
1963 03 04 22 30,Veronese,6,45.419,11.121,5,4.41
1963 04 05 13 49 42.00,Finale Emilia,6,44.826,11.265,04/05/20,3.93
1963 07 27 05 58 22.00,Mar Ligure,9,43.56,8.13,,4.98
1963 08 09 06 05,Romagna,16,44.416,11.977,5,5.23
1963 10 05 11 57 39.00,Appennino reggiano,2,44.32,10.296,4,3.7
1963 11 04 15 46,Bassa modenese,5,44.681,10.873,5,4.16
1964 09 05 21 09,Appennino tosco-emiliano,22,44.138,11.233,5,4.35
1965 05 10 05 01 54.00,Appennino reggiano,11,44.297,10.201,04/05/20,4.29
1965 07 23 23 14 25.00,Lunigiana,1,44.377,9.882,5,4.16
1965 11 09 15 35,Appennino reggiano,32,44.373,10.355,5,4.17
1965 12 18 09 22 25.00,Pianura romagnola,11,44.27,12.021,5,4.54
1966 10 20 09 38 35.40,Romagna,,44.13,12.27,,4.36
1967 04 03 16 36 18.00,Reggiano,45,44.73,10.602,5,4.44
1967 05 15 10 03 34.00,Appennino reggiano,2,44.435,10.4,4,4.07
1967 10 01 22 45 45.00,Pistoiese,8,43.922,11.017,4,4.04
1967 12 30 04 19,Emilia Romagna orientale,40,44.604,11.997,6,5.05
1968 01 11 17 08 09.00,Pianura romagnola,4,44.279,11.909,4,4.44
1968 04 18 19 38 15.00,Liguria occidentale,51,44.051,8.037,07/08/20,4.93
1968 06 07 09 34 46.00,Parmense,,44.75,10.32,,
1968 06 18 05 27,Valle d'Aosta,60,45.684,7.768,6,4.86
1968 06 22 12 21 37.00,Val Lagarina,27,45.879,10.996,06/07/20,4.74
1968 06 22 12 37 49.34,Val Lagarina,,45.84,11.21,,4.07
1968 06 26 03 15,Senese,7,43.298,11.28,5,4.19
1968 09 07 16 49 57.00,Savonese,12,44.201,8.361,5,4.39
1969 01 06 22 03 28.00,Appennino pistoiese,74,44.049,10.727,06/07/20,4.67
1969 01 10 16 17 32.00,Pianura Ravennate,22,44.39,11.983,5,4.38
1969 02 15 08 54 39.00,Mugello,5,44.057,11.367,04/05/20,4.56
1969 06 24 13 25 18.00,Parmense,15,44.731,10.139,5,4.21
1969 08 09 09 20 57.00,Appennino tosco-romagnolo,33,43.76,11.962,5,4.2
1970 02 09 07 39,Appennino forlivese,30,44.002,11.901,05/06/20,4.5
1970 04 19 18 16 32.00,Garda occidentale,65,45.605,10.527,5,4.55
1970 05 03 04 17 41.00,Parmense,3,44.707,10.299,4,4.08
1970 08 19 12 19,Colline Metallifere,26,43.252,10.788,6,4.68
1970 11 02 08 42 12.00,Bassa modenese,3,44.853,11.167,04/05/20,3.93
1970 12 31 22 04 46.00,Liguria occidentale,79,44.138,8.137,6,4.62
1971 01 06 11 10 55.00,Oltrepò Pavese,23,45.05,9.238,04/05/20,3.85
1971 02 01 12 26 55.00,Cuneese,22,44.403,7.456,5,4.39
1971 07 15 01 33 23.00,Parmense,228,44.814,10.345,8,5.51
1971 09 11 23 18 12.00,Pianura emiliana,15,44.764,10.862,5,4.19
1971 09 25 10 34 02.40,Mar Ligure,31,44.111,8.652,05/06/20,4.33
1972 01 18 23 26,Liguria occidentale,41,44.203,8.162,06/07/20,4.6
1972 06 25 17 10 47.87,Parmense,,44.638,10.303,,4.01
1972 10 25 21 56 11.31,Appennino settentrionale,198,44.503,9.865,5,4.87
1973 04 20 16 45 34.00,Fiorentino,10,43.844,11.226,5,4.38
1973 06 05 13 47 25.36,Appennino piacentino,,44.672,9.479,,4.28
1973 11 07 17 06 17.00,Pistoiese,9,44.018,10.832,4,4.06
1974 01 28 19 57 22.00,Appennino pistoiese,18,43.99,10.786,5,4.31
1974 04 15 21 49 12.00,Alta Val di Taro,13,44.559,9.748,5,4.14
1974 06 30 19 05 22.00,Appennino pistoiese,3,44.1,10.738,4,4.01
1975 01 11 15 54,Monte Baldo,13,45.622,10.732,05/06/20,4.42
1975 04 04 09 10 53.00,Appennino pistoiese,6,43.971,11.004,4,4.07
1975 06 01 13 25 50.33,Val Lagarina,,45.63,10.87,,
1975 11 13 19 55 14.00,Appennino piacentino,7,44.659,9.626,05/06/20,4.36
1975 11 16 13 04 25.14,Appennino piacentino,10,44.749,9.519,04/05/20,4.93
1976 08 22 02 49 13.00,Alta Val di Taro,26,44.499,9.762,5,4.54
1976 12 13 05 24,Garda settentrionale,128,45.894,10.799,7,4.9
1976 12 14 08 57,Garda settentrionale,4,45.882,10.783,04/05/20,3.87
1978 12 05 15 39 04.00,Romagna,34,44.124,11.891,04/05/20,4.61
1978 12 25 22 53 41.00,Bassa modenese,28,44.845,10.99,5,4.39
1979 02 09 14 44,Bergamasco,73,45.637,9.555,6,4.78
1979 11 17 20 53,Lago d'Iseo,17,45.745,9.994,05/06/20,4.37
1980 06 07 18 35 01.00,Garfagnana,102,44.07,10.564,06/07/20,4.64
1980 12 23 12 01 06.00,Piacentino,69,44.808,9.787,06/07/20,4.57
